Date/Time,Unit,Value
18.01.24 17:54:00,C,0
18.01.24 18:54:00,C,0
18.01.24 19:54:00,C,0
18.01.24 20:54:00,C,0
18.01.24 21:54:00,C,0
18.01.24 22:54:00,C,0
18.01.24 23:54:00,C,0
19.01.24 00:54:00,C,0
19.01.24 01:54:00,C,0
19.01.24 02:54:00,C,0
19.01.24 03:54:00,C,0
19.01.24 04:54:00,C,0
19.01.24 05:54:00,C,0
19.01.24 06:54:00,C,0
19.01.24 07:54:00,C,0
19.01.24 08:54:00,C,0
19.01.24 09:54:00,C,0
19.01.24 10:54:00,C,0
19.01.24 11:54:00,C,0
19.01.24 12:54:00,C,0
19.01.24 13:54:00,C,0
19.01.24 14:54:00,C,0
19.01.24 15:54:00,C,0
19.01.24 16:54:00,C,0
19.01.24 17:54:00,C,0
19.01.24 18:54:00,C,0
19.01.24 19:54:00,C,0
19.01.24 20:54:00,C,0
19.01.24 21:54:00,C,0
19.01.24 22:54:00,C,0
19.01.24 23:54:00,C,-1
20.01.24 00:54:00,C,-1
20.01.24 01:54:00,C,-1
20.01.24 02:54:00,C,-1
20.01.24 03:54:00,C,-1
20.01.24 04:54:00,C,-1
20.01.24 05:54:00,C,-2
20.01.24 06:54:00,C,-2
20.01.24 07:54:00,C,-2
20.01.24 08:54:00,C,-2
20.01.24 09:54:00,C,-2
20.01.24 10:54:00,C,-1
20.01.24 11:54:00,C,-1
20.01.24 12:54:00,C,-1
20.01.24 13:54:00,C,-1
20.01.24 14:54:00,C,-1
20.01.24 15:54:00,C,-1
20.01.24 16:54:00,C,-1
20.01.24 17:54:00,C,-2
20.01.24 18:54:00,C,-2
20.01.24 19:54:00,C,-2
20.01.24 20:54:00,C,-2
20.01.24 21:54:00,C,-2
20.01.24 22:54:00,C,-2
20.01.24 23:54:00,C,-2
21.01.24 00:54:00,C,-2
21.01.24 01:54:00,C,-2
21.01.24 02:54:00,C,-2
21.01.24 03:54:00,C,-2
21.01.24 04:54:00,C,-2
21.01.24 05:54:00,C,-2
21.01.24 06:54:00,C,-2
21.01.24 07:54:00,C,-2
21.01.24 08:54:00,C,-2
21.01.24 09:54:00,C,-2
21.01.24 10:54:00,C,-1
21.01.24 11:54:00,C,-1
21.01.24 12:54:00,C,0
21.01.24 13:54:00,C,0
21.01.24 14:54:00,C,0
21.01.24 15:54:00,C,0
21.01.24 16:54:00,C,0
21.01.24 17:54:00,C,0
21.01.24 18:54:00,C,0
21.01.24 19:54:00,C,0
21.01.24 20:54:00,C,0
21.01.24 21:54:00,C,0
21.01.24 22:54:00,C,0
21.01.24 23:54:00,C,0
22.01.24 00:54:00,C,0
22.01.24 01:54:00,C,0
22.01.24 02:54:00,C,0
22.01.24 03:54:00,C,0
22.01.24 04:54:00,C,0
22.01.24 05:54:00,C,0
22.01.24 06:54:00,C,0
22.01.24 07:54:00,C,0
22.01.24 08:54:00,C,0
22.01.24 09:54:00,C,0
22.01.24 10:54:00,C,0
22.01.24 11:54:00,C,0
22.01.24 12:54:00,C,0
22.01.24 13:54:00,C,0
22.01.24 14:54:00,C,0
22.01.24 15:54:00,C,1
22.01.24 16:54:00,C,1
22.01.24 17:54:00,C,0
22.01.24 18:54:00,C,1
22.01.24 19:54:00,C,0
22.01.24 20:54:00,C,0
22.01.24 21:54:00,C,1
22.01.24 22:54:00,C,1
22.01.24 23:54:00,C,1
23.01.24 00:54:00,C,1
23.01.24 01:54:00,C,1
23.01.24 02:54:00,C,1
23.01.24 03:54:00,C,2
23.01.24 04:54:00,C,2
23.01.24 05:54:00,C,2
23.01.24 06:54:00,C,2
23.01.24 07:54:00,C,1
23.01.24 08:54:00,C,2
23.01.24 09:54:00,C,3
